invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-29324000031,2020-08-07,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314.0,POINT(-93.61947 41.600419),77,POLK,1051100.0,AMERICAN BRANDIES,115.0,CONSTELLATION BRANDS INC,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62,24,230.88,18.0,4.75
INV-14993200029,2018-10-11,5125,CASH SAVER  /  E EUCLID AVE,1320 E  EUCLID AVE,DES MOINES,50316,POINT(-93.602851 41.627778),77,POLK,1051100.0,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,53216,PAUL MASSON GRANDE AMBER BRANDY,12,750,6.29,9.44,24,226.56,18.0,4.75
INV-33796800017,2021-01-26,5113,"RAY'S SUPERMARKET, INC.",1975 FRANKLIN ST,WATERLOO,50703.0,POINT(-92.315215 42.495394),7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,421.0,SAZERAC COMPANY  INC,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62,24,230.88,18.0,4.75
INV-26898400001,2020-04-28,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503495),97,WOODBURY,1051100.0,AMERICAN BRANDIES,115.0,CONSTELLATION BRANDS INC,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62,24,230.88,18.0,4.75
INV-22356900011,2019-10-07,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1051100.0,AMERICAN BRANDIES,55.0,SAZERAC NORTH AMERICA,54436,MR BOSTON APRICOT BRANDY,12,750,4.17,6.26,24,150.24,18.0,4.75
INV-50478800040,2022-08-19,4107,FAREWAY STORES #384 / BOONE,1711 HAWKEYE DR,BOONE,50036,POINT(-93.867439 42.037347),,BOONE,1051100.0,AMERICAN BRANDIES,434,LUXCO INC,54446,PARAMOUNT APRICOT BRANDY,12,750,5.48,8.22,24,197.28,18.0,4.75
INV-22030000020,2019-09-20,5443,1ST STOP BEVERAGE SHOP,2839 EAST UNIVERSITY AVE.,DES MOINES,50317,POINT(-93.561517 41.600476),77,POLK,1051100.0,AMERICAN BRANDIES,115.0,CONSTELLATION BRANDS INC,56196,PAUL MASSON PEACH GRANDE AMBER BRANDY,12,750,6.41,9.62,24,230.88,18.0,4.75
INV-36100700007,2021-04-26,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315.0,,77,POLK,1071100.0,COCKTAILS/RTD,395.0,PROXIMO,58836,JOSE CUERVO AUTHENTIC LIME MARGARITA,12,750,4.62,6.93,24,166.32,18.0,4.75
INV-30686600024,2020-10-01,3877,TARGET STORE T-2041 / DES MOINES,5901 DOUGLAS AVE,DES MOINES,50322.0,POINT(-93.699209 41.629529),77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,259,HEAVEN HILL BRANDS,59100,EVAN WILLIAMS EGG NOG,12,750,4.47,6.71,24,161.04,18.0,4.75
INV-57373900001,2023-04-10,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807.0,POINT(-90.513862004 41.5773110050001),,SCOTT,1071000.0,COCKTAILS/RTD,370,PERNOD RICARD USA,63089,OLMECA ALTOS STRAWBERRY MARGARITA RTS,6,750,9.99,14.99,24,359.76,18.0,4.75
INV-36673900011,2021-05-17,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),77,POLK,1071100.0,COCKTAILS/RTD,65.0,JIM BEAM BRANDS,63347,ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED,12,375,6.0,9.0,48,432.0,18.0,4.75
INV-44748800064,2022-02-15,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854473 41.615059),25,DALLAS,1071100.0,COCKTAILS/RTD,65,JIM BEAM BRANDS,63347,ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED,12,375,6.5,9.75,48,468.0,18.0,4.75
INV-31041800001,2020-10-15,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1071100.0,COCKTAILS/RTD,368,PARK STREET IMPORTS,63347,ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED,12,375,6.0,9.0,48,432.0,18.0,4.75
INV-41938300001,2021-11-12,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,,31,DUBUQUE,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65,JIM BEAM BRANDS,63505,ON THE ROCKS BASIL HAYDEN DARK RYE MANHATTAN,12,375,6.5,9.75,48,468.0,18.0,4.75
INV-34905600064,2021-03-10,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,64512,CIROC APPLE,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-34600000071,2021-02-25,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,POINT(-91.410401 41.918328),57,LINN,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,64573,CIROC PINEAPPLE,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-21374100004,2019-08-21,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,64755,CIROC RED BERRY,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-15281300005,2018-10-25,5251,NORTHSIDE LIQUOR,"1303, NORTH FEDERAL",MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORDO,1032200.0,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,64762,CIROC RED BERRY,12,375,9.25,13.88,48,666.24,18.0,4.75
INV-20833400171,2019-07-25,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-45794200002,2022-03-22,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.420193 42.510535),97,WOODBURY,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,24,737.04,18.0,4.75
INV-34209500243,2021-02-11,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.429331 42.512766),7,BLACK HAWK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389.0,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-54168000028,2022-12-19,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.53043 41.6426),,JOHNSON,1082100.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,24,773.28,18.0,4.75
INV-25494800050,2020-02-27,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-27079700025,2020-05-07,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1082000.0,IMPORTED CORDIALS & LIQUEURS,389.0,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-47008900080,2022-05-02,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),77,POLK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,24,773.28,18.0,4.75
INV-40347300018,2021-09-23,3494,SAM'S CLUB 6514 / WATERLOO,210 EAST TOWER PARK DR,WATERLOO,50702.0,POINT(-92.353103 42.456374),7,BLACK HAWK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,20.47,30.71,24,737.04,18.0,4.75
INV-45197900018,2022-03-02,3420,SAM'S CLUB 6344 / WINDSOR HEIGHTS,1101  73RD ST,WINDSOR HEIGHTS,50311.0,POINT(-93.718207 41.598864),77,POLK,1082000.0,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,24,737.04,18.0,4.75
INV-13850800014,2018-08-15,2522,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,,30,DICKINSON,1082000.0,IMPORTED CORDIALS & LIQUEURS,260.0,DIAGEO AMERICAS,64816,ROMANA BLACK SAMBUCA,12,750,13.57,20.36,24,488.64,18.0,4.75
INV-14103000181,2018-08-28,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT(-91.658577 41.955859),57,LINN,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-15057800009,2018-10-15,5195,CASEY'S GENERAL STORE #3203 / COUNCI,"1928, SHERWOOD DR",COUNCIL BLUFFS,51530,POINT(-95.811475 41.278661),78,POTTAWATTAMIE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-18943900128,2019-04-23,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103,POINT(-96.420193 42.510535),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-16535900002,2018-12-21,2641,HY-VEE DRUGSTORE / COUNCIL BLUFFS,757 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.855054 41.261673),78,POTTAWATTAMIE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-18775700007,2019-04-15,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT(-91.04437 41.426615),70,MUSCATINE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-18283300057,2019-03-21,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-15113900172,2018-10-17,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,POINT(-96.364108 42.487752),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,3000,30.0,45.0,6,270.0,18.0,4.75
INV-34963300008,2021-03-12,5844,CASEY'S GENERAL STORE #3826 - ADEL,1738 NILE KINNICK S.,ADEL,50003.0,POINT(-94.013373 41.602331),25,DALLAS,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-20087700006,2019-06-19,5310,CROSSROADS OF ALGONA,107 HWY 18 W,ALGONA,50511,POINT(-94.238912 43.082796),55,KOSSUTH,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-36597500002,2021-05-13,4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,3349 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.619027 41.976807),57,LINN,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-36868200051,2021-05-22,5740,NEW STAR / KNOXVILLE,901 WEST PLEASANT ST,KNOXVILLE,50138.0,POINT(-93.107862 41.320744),63,MARION,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-38497700004,2021-07-20,6030,CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,1009 W LINCOLN WAY,MARSHALLTOWN,50158.0,POINT(-92.930029 42.041864),64,MARSHALL,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-44518900002,2022-02-08,5570,CASEY'S GENERAL STORE #2776 / CEDAR RAPIDS,701 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT(-91.681965 41.979335),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKEY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-36118700023,2021-04-26,6071,A&Z LIQUORS / HAMPTON,721 CENTRAL AVE W,HAMPTON,50441.0,POINT(-93.21693 42.741728),35,FRANKLIN,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-23924200007,2019-12-13,5452,CASEY'S GENERAL STORE # 1591/ DECORAH,401 COLLEGE DR.,DECORAH,52101.0,POINT(-91.79783 43.308961),96,WINNESHIEK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-48091300018,2022-06-06,5198,RIVERSIDE LIQUOR,826 E RIVER DR,DAVENPORT,52803,POINT(-90.561741 41.524926),82,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKEY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-18059800015,2019-03-11,4475,BUCKY'S EXPRESS #27 / COUNCIL BLUFFS,2713 S 24TH ST,COUNCIL BLUFFS,51501,POINT(-95.879147 41.234536),78,POTTAWATTAMIE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-28393100053,2020-06-30,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503495),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-35587000024,2021-04-06,3942,TWIN TOWN LIQUOR,104 HIGHWAY 30 WEST,TOLEDO,52342.0,POINT(-92.579446 41.985985),86,TAMA,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-27550800014,2020-05-28,4555,CASEY'S GENERAL STORE #2614 / DONNELLSON,201 MADISON AVE,DONNELLSON,52625.0,POINT(-91.560169 40.639013),56,LEE,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-29825600017,2020-08-28,5601,CASEY'S GENERAL STORE #1889 / MONTICELLO,627 S MAIN ST,MONTICELLO,52310.0,POINT(-91.186135 42.232296),53,JONES,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-16925300010,2019-01-14,4475,BUCKY'S EXPRESS #27 / COUNCIL BLUFFS,2713 S 24TH ST,COUNCIL BLUFFS,51501.0,POINT(-95.879147 41.234536),78,POTTAWATTAMIE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-37697300034,2021-06-21,5765,CASEY'S GENERAL STORE #2906 / MUSCATINE,3509 STEAMBOAT WAY,MUSCATINE,52761.0,POINT(-91.084507 41.448391),70,MUSCATINE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-54792800025,2023-01-09,5660,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001,POINT(-90.67013 42.5116),,DUBUQUE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKEY,24,375,5.33,8.0,48,384.0,18.0,4.75
INV-35454800010,2021-03-31,4529,CASEY'S GENERAL STORE #3262 / BUFFALO,101 1ST ST NE,BUFFALO CENTER,50424.0,POINT(-93.917424 43.484108),95,WINNEBAGO,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-24929300007,2020-01-31,5145,SOUTH SIDE FOOD MART,1101 ARMY POST RD,DES MOINES,50315.0,POINT(-93.628783 41.526511),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-23193500144,2019-11-12,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,POINT(-92.435236 42.512789),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-32475300004,2020-12-07,4621,CASEY'S GENERAL STORE #23 / MAXWELL,"100, MAIN ST",MAXWELL,50161.0,POINT(-93.39968 41.888013),85,STORY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-38543500101,2021-07-21,2565,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301.0,POINT(-95.14506 43.145897),21,CLAY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-43519800025,2022-01-04,3879,TARGET STORE T-1800 / SIOUX CITY,5775 SUNNYBROOK DR,SIOUX CITY,51106.0,POINT(-96.332514 42.449103),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-21603800004,2019-08-30,5072,PEP STOP,"901, E WASHINGTON ST",MOUNT PLEASANT,52641,POINT(-91.541171 40.964231),44,HENRY,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-28105600007,2020-06-18,5391,CASEY'S GENERAL STORE # 1896/ CLEAR LAKE,202 HWY 18,CLEARLAKE,50428.0,POINT(-93.965721 43.09706),17,CERRO GORDO,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-46883800091,2022-04-27,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-39037900052,2021-08-09,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.658577 41.955859),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-51486500078,2022-09-23,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-56183500013,2023-02-24,4782,CASEY'S GENERAL STORE #2529 / LAMONI,406 E MAIN ST,LAMONI,50140,POINT(-93.92927 40.62367),,DECATUR,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,9.0,13.5,24,324.0,18.0,4.75
INV-33740400106,2021-01-25,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.658577 41.955859),57,LINN,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-48161000128,2022-06-08,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT(-91.591906 41.682347),52,JOHNSON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-30048300022,2020-09-08,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404.0,POINT(-91.726726 41.963791),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-52884700022,2022-11-09,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,POINT(-92.8993 41.39695),,MARION,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-54449300026,2022-12-28,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT(-91.7014 42.03062),,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-58211700092,2023-05-08,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.657411713 41.9559072860001),,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,9.0,13.5,24,324.0,18.0,4.75
INV-19388600019,2019-05-15,3525,WINES AND SPIRITS,106 W 2ND ST,WASHINGTON,52353,POINT(-91.692214 41.300399),92,WASHINGTON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-15741600230,2018-11-15,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321.0,POINT(-93.644943 41.542748),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-24662200048,2020-01-20,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.658577 41.955859),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-47329000029,2022-05-11,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.731396 41.571527),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-48256900003,2022-06-10,4934,CASEY'S GENERAL STORE #2811 / SPRINGVILLE,605 6TH ST S,SPRINGVILLE,52336,POINT(-91.443745 42.050954),57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-24588400003,2020-01-15,5798,CASEY'S GENERAL STORE #3528 / WASHINGTON,1730 E WASHINGTON ST,WASHINGTON,52353.0,POINT(-91.670346 41.298152),92,WASHINGTON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-53403900004,2022-11-25,4678,FAREWAY STORES #124 / ADEL,804 NILE KINNICK DR,ADEL,50003,POINT(-94.0168 41.61021),,DALLAS,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-32934700002,2020-12-22,5630,CASEY'S GENERAL STORE #3009 / SIOUX CITY,4301 STONE AVE,SIOUX CITY,51106.0,POINT(-96.351303 42.479182),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
INV-23988600214,2019-12-17,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,8.98,13.47,24,323.28,18.0,4.75
