invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-47878100020,2022-05-27,4271,FAREWAY STORES #827 / CENTERVILLE,305 S 18TH ST,CENTERVILLE,52544.0,POINT(-92.86793 40.731138),4,APPANOOSE,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,27751,SEAGRAMS 7 CROWN ORCHARD APPLE,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-25804200045,2020-03-11,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627.0,POINT(-91.373211 40.624226),56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-14636300050,2018-09-25,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,10.49,15.74,24,377.76,18.0,4.75
INV-45378700039,2022-07-29,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,520 SO FREMONT,SHENANDOAH,51601,POINT(-95.385111 40.761736),,PAGE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-17621700075,2019-02-18,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-42214700030,2021-11-22,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-34389700005,2021-02-17,2517,HY-VEE FOOD STORE #1 / NEWTON,1501 FIRST AVENUE EAST,NEWTON,50208.0,POINT(-93.034296 41.69916),50,JASPER,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-27216500077,2020-05-13,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT(-91.591868 41.682337),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-30317300016,2020-09-17,5251,NORTHSIDE LIQUOR,1303 NORTH FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORDO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-24740200010,2020-01-22,5820,CASEY'S GENERAL STORE #57 / EDDYVILLE,108 S MERINO AVE,EDDYVILLE,52553.0,POINT(-92.629919 41.157522),90,WAPELLO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-27522200081,2020-05-27,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021.0,POINT(-93.581273 41.691),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-50946100024,2022-09-06,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT(-93.596756 41.553941),,POLK,1042100.0,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28627,HENDRICKS GIN,6,1000,21.67,32.51,18,585.18,18.0,4.75
INV-35761300015,2021-04-13,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1042100.0,IMPORTED DRY GINS,240.0,WILLIAM GRANT & SONS INC,28627,HENDRICKS GIN,6,1000,21.67,32.51,18,585.18,18.0,4.75
INV-24660300057,2020-01-20,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1042100.0,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28627,HENDRICKS GIN,6,1000,21.67,32.51,18,585.18,18.0,4.75
INV-42549200028,2021-12-03,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),77,POLK,1042100.0,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28627,HENDRICKS GIN,6,1000,21.67,32.51,18,585.18,18.0,4.75
INV-34893800049,2021-03-10,2545,HY-VEE DRUGSTORE / IOWA CITY,310 N 1ST ST,IOWA CITY,52245.0,POINT(-91.528105 42.207428),52,JOHNSON,1042100.0,IMPORTED DRY GINS,260.0,DIAGEO AMERICAS,28858,TANQUERAY SEVILLA ORANGE,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-37771200051,2021-06-24,2522,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360.0,,30,DICKINSON,1042100.0,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-55411200033,2023-01-30,5949,UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT(-91.72584 41.95975),,LINN,1041100.0,AMERICAN DRY GINS,260,DIAGEO AMERICAS,30316,GORDONS GIN LONDON DRY,12,750,5.49,8.24,24,197.76,18.0,4.75
INV-47660500007,2022-05-23,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,POINT(-93.619788 41.605706),77,POLK,1041100.0,AMERICAN DRY GINS,421,SAZERAC COMPANY  INC,31296,MILES LONDON DRY GIN,12,750,4.5,6.75,24,162.0,18.0,4.75
INV-18652200003,2019-04-09,4837,KUM & GO #51 / IOWA CITY,323 E BURLINGTON ST,IOWA CITY,52240,POINT(-91.530633 41.657837),52,JOHNSON,1041100.0,AMERICAN DRY GINS,205,E & J GALLO WINERY,31475,NEW AMSTERDAM GIN,12,750,8.0,12.0,24,288.0,18.0,4.75
INV-19939400023,2019-06-11,3896,SMOKIN' JOE'S #18 TOBACCO AND LIQUOR OUTLET,1901 BROADWAY ST,IOWA CITY,52240,POINT(-91.520308 41.641383),52,JOHNSON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,36,178.2,18.0,4.75
INV-32498800018,2020-12-07,4745,WALGREENS #05042 / CEDAR RAPIDS,3325 16TH AVE SW,CEDAR RAPIDS,52404.0,POINT(-91.715363 41.963477),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-22773700008,2019-10-24,5187,KWIK STOP LIQUOR & GROCERIES AMES,125 6TH ST,AMES,50010,POINT(-93.611773 42.026938),85,STORY,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-40719700003,2021-10-06,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158.0,POINT(-92.908013 42.050021),64,MARSHALL,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32235,SEAGRAMS EXTRA DRY GIN PET,12,750,6.99,10.49,24,251.76,18.0,4.75
INV-35078800015,2021-03-17,4648,PRIME MART / BROADWAY WATERLOO,508 BROADWAY ST,WATERLOO,50703.0,POINT(-92.345104 42.510573),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32236,SEAGRAMS EXTRA DRY GIN,12,750,6.99,10.49,24,251.76,18.0,4.75
INV-35292200035,2021-03-24,2585,HY-VEE WINE AND SPIRITS / ALGONA,1502 HIGHWAY 169 N SUITE 1,ALGONA,50511.0,POINT(-94.235955 43.08091),55,KOSSUTH,1041200.0,FLAVORED GIN,322,PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO,33110,INDOGGO STRAWBERRY GIN,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-59602700017,2023-06-21,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613286034 41.605834999),,POLK,1041200.0,FLAVORED GIN,654,REVELTON DISTILLING COMPANY,33180,REVELTON MULBERRY GIN,6,750,17.5,26.25,24,630.0,18.0,4.75
INV-36566900025,2021-05-12,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246.0,POINT(-91.552125 41.646646),52,JOHNSON,1041200.0,FLAVORED GIN,370.0,PERNOD RICARD USA,33256,SEAGRAMS LIME TWISTED GIN,12,750,6.49,9.74,24,233.76,18.0,4.75
INV-16086000013,2018-12-04,2661,HY-VEE FOOD STORE / SHELDON,1989 PARK ST,SHELDON,51201.0,POINT(-95.831721 43.186038),71,O'BRIEN,1041200.0,FLAVORED GIN,370,PERNOD RICARD USA,33256,SEAGRAMS LIME TWISTED GIN,12,750,6.49,9.74,24,233.76,18.0,4.75
INV-19886000005,2019-06-10,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT(-93.602372 41.526289),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33467,ABSOLUT LIME,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-42572100108,2021-12-03,4291,FAREWAY STORES #597 / CRESTON,105 E ADAMS ST,CRESTON,50801.0,,88,UNION,1032200.0,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,33567,SVEDKA PEACH,12,750,8.0,12.0,24,288.0,18.0,4.75
INV-23490700012,2019-11-26,4466,THE PUMPER,515 W WATER ST,FAYETTE,52142,POINT(-91.80894 42.844438),33,FAYETTE,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-23101100018,2019-11-08,4849,C FRESH MARKET,801 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.627851 41.600826),77,POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-45844400036,2022-03-23,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501.0,POINT(-95.8792 41.238092),78,POTTAWATTAMIE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34014,ABSOLUT APEACH,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-28905200053,2020-07-22,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34030,ABSOLUT CITRON,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-19669900005,2019-05-29,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34030,ABSOLUT CITRON,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-29622900008,2020-08-20,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORDO,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-24257500051,2019-12-30,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-26879400020,2020-04-28,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703.0,POINT(-92.337583 42.530476),7,BLACK HAWK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-24327000006,2020-01-03,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002.0,POINT(-90.741064 42.516633),31,DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34076,ABSOLUT VANILIA,12,750,9.99,14.99,24,413.76,18.0,4.75
INV-29751000047,2020-08-26,2673,HY-VEE # 6/ DES MOINES,420 COURT AVE,DES MOINES,50309.0,POINT(-93.622454 41.584842),77,POLK,1032100.0,IMPORTED VODKAS,421.0,SAZERAC COMPANY  INC,34366,FRIS DANISH VODKA,12,750,4.99,7.49,24,179.76,18.0,4.75
INV-57354100026,2023-04-07,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.53908 41.80942),,CLINTON,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19.0,28.5,18,513.0,18.0,4.75
INV-30666300050,2020-09-30,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,POINT(-90.48065 41.529655),82,SCOTT,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-48849800048,2022-07-01,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19.0,28.5,18,513.0,18.0,4.75
INV-28268400077,2020-06-25,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402.0,POINT(-91.67969 42.031819),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-37549800029,2021-06-16,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021.0,POINT(-93.581273 41.691),77,POLK,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18.0,4.75
INV-51640400010,2022-09-28,3521,AMERISTAR CASINO / COUNCIL BLUFFS,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT(-95.909823 41.242018),,POTTAWATTAMIE,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-42445000013,2021-11-30,6020,I TOWNER STOP / INDIANOLA,403 W 2ND AVE,INDIANOLA,50125.0,POINT(-93.565855 41.358365),91,WARREN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-28364900010,2020-06-30,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.615542 41.538186),82,SCOTT,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,24,665.76,18.0,4.75
INV-44171200023,2022-01-27,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),77,POLK,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-18637500028,2019-04-08,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-43060700109,2021-12-20,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT(-93.77358 41.561217),77,POLK,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17.0,24,408.0,18.0,4.75
INV-20229100179,2019-06-26,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT(-91.658105 42.010971),57,LINN,1032100.0,IMPORTED VODKAS,434,LUXCO INC,34546,PEARL,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-19228900036,2019-05-08,4743,FAMILY FARE #791,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,POINT(-95.818775 41.24394),78,POTTAWATTAMIE,1032100.0,IMPORTED VODKAS,65,JIM BEAM BRANDS,34579,PINNACLE,12,750,7.35,11.03,24,264.72,18.0,4.75
INV-55829900067,2023-02-14,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT(-93.85433 41.61507),,DALLAS,1032100.0,IMPORTED VODKAS,277,STOLI GROUP,34746,STOLICHNAYA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-34922900015,2021-03-10,4743,FAMILY FARE #791,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503.0,POINT(-95.818775 41.24394),78,POTTAWATTAMIE,1032200.0,IMPORTED FLAVORED VODKA,115.0,CONSTELLATION BRANDS INC,34812,SVEDKA RASPBERRY,12,750,8.75,13.13,24,315.12,18.0,4.75
INV-30300600058,2020-09-17,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,34823,SVEDKA CLEMENTINE,12,750,8.75,13.13,24,315.12,18.0,4.75
INV-15738200047,2018-11-15,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1031200.0,AMERICAN FLAVORED VODKA,434,LUXCO INC,35179,PEARL BLUEBERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-30744300028,2020-10-05,5834,CASEY'S GENERAL STORE #1417 / IOWA FALLS,1223 OAK ST,IOWA FALLS,50126.0,POINT(-93.263544 42.528305),42,HARDIN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-32384400031,2020-12-02,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501.0,POINT(-95.8792 41.238092),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-27051100019,2020-05-06,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-26641400044,2020-04-17,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-29938300003,2020-09-02,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501.0,POINT(-95.8792 41.238092),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19760100012,2019-06-03,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT(-90.193204 41.836268),23,CLINTON,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,35354,ABSOLUT MANGO,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-58052300004,2023-05-02,5366,LIQUOR BEER & TOBACCO OUTLET,1908 CLARK ST,CHARLES CITY,50616.0,POINT(-92.662068015 43.0588379980001),,FLOYD,1031100.0,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.5,6.75,24,162.0,18.0,4.75
INV-17324600014,2019-02-04,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1031200.0,AMERICAN FLAVORED VODKA,434,LUXCO INC,35699,PEARL CUCUMBER,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-52557300003,2022-10-28,5631,MARION MARKET & CAFE',5005 10TH AVE,MARION,52302,POINT(-91.5561 42.03571),,LINN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-18254900002,2019-03-20,5633,HOME TOWN WINE & SPIRITS,1202 A AVE E,OSKALOOSA,52577,POINT(-92.631487 41.296286),62,MAHASKA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-26325600010,2020-04-06,4546,CASEY'S GENERAL STORE #2303 / GLIDDEN,705 IDAHO ST,GLIDDEN,51443.0,POINT(-94.728981 42.063817),14,CARROLL,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-17355100001,2019-02-05,5028,MIDTOWN LIQUOR,"1100, E 5TH ST",STORM LAKE,50588.0,POINT(-95.186938 42.644563),11,BUENA VISTA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-37891400007,2021-06-28,5597,LIQUOR TOBACCO & GAS,1401 CENTRAL AVE,DUBUQUE,52001.0,POINT(-90.66784 42.50649),31,DUBUQUE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-19980100012,2019-06-13,3713,WAL-MART 0810 / MASON CITY,4151  4TH ST SW,MASON CITY,50401,POINT(-93.261648 43.148239),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-26039100036,2020-03-20,3592,WAL-MART 0886 / FORT DODGE,3036 1ST AVE SOUTH,FORT DODGE,50501.0,POINT(-94.153456 42.505334),42,HARDIN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-21468300019,2019-08-26,4521,CASEY'S GENERAL STORE #1002 / GRAND JUNCTION,504 16TH ST N,GRAND JUNCTION,50107,POINT(-94.232024 42.035781),37,GREENE,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23915000031,2019-12-13,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302.0,,57,LINN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17095700014,2019-01-23,3722,WAL-MART 1361 / SIOUX CITY,3400 SINGING HILLS BLVD,SIOUX CITY,51106.0,POINT(-96.36432 42.43609),97,WOODBURY,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23279900006,2019-11-16,4472,QUICK SHOP FOODS / CENTERVILLE,1023 SOUTH MAIN,CENTERVILLE,52544,POINT(-92.874182 40.724175),4,APPANOOSE,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-53640200011,2022-12-05,4569,CAR-GO-EXPRESS / SUTHERLAND,202 WEST SOUTHERN ST,SUTHERLAND,51058,POINT(-95.4989 42.96803),,O'BRIEN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.49,5.24,24,125.76,18.0,4.75
INV-24880200086,2020-01-29,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.658105 42.010971),57,LINN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-14435100016,2018-09-14,4893,CASEY'S GENERAL STORE #3098 / WDM,105 GRAND AVE,WEST DES MOINES,50265,POINT(-93.70379 41.582697),77,POLK,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK PET VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23174500001,2019-11-12,5317,CASEY'S GENERAL STORE # 2653 / TOLEDO,113 HWY 30 WEST,TOLEDO,52342,POINT(-92.580235 41.98633),86,TAMA,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23602500002,2019-12-02,5028,MIDTOWN LIQUOR,"1100, E 5TH ST",STORM LAKE,50588.0,POINT(-95.186938 42.644563),11,BUENA VISTA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23455700008,2019-11-25,4539,CASEY'S GENERAL STORE #40 / SCRANTON,900 LOCUST ST,SCRANTON,51462,POINT(-94.551577 42.02248),37,GREENE,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17737400035,2019-02-25,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,POINT(-92.475403 42.712263),9,BREMER,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
